,name,ident,prizepool,nb_players,mode,speed,buyin
488,AFTER FOOT,202760499,1693.8,736,normal,turbo,1.8
489,BIG BANG,202760299,2407.5,887,knockout,normal,4.5
490,PAYBACK,202760035,990.0,220,knockout,semiturbo,9.0
491,DÃ©glingos,202849149,213.3,79,madtilt,turbo,2.7
492,Kill The Fish,202760310,972.0,368,knockout,semiturbo,4.5
493,Kill The Fish,202848852,1008.0,448,knockout,normal,4.5
494,Super Freeroll Stade 1 - DÃ©glingos !,204165553,0.0,6,freeroll100k,turbo,0.0
495,Super Freeroll Stade 1,204165579,0.0,6,freeroll100k,turbo,0.0
496,HARA-KIRI,203481939,403.65,251,knockout,turbo,2.7
497,Kill The Fish,203482457,343.5,570,knockout,normal,0.9
498,Kill The Fish,203482522,1172.25,521,knockout,semiturbo,4.5
499,POPCORN,203482520,1136.7,982,knockout,normal,1.8
500,Freeroll,205435680,50.0,4010,normal,turbo,0.0
501,Freeroll,205529892,50.0,3511,normal,turbo,0.0
502,Freeroll,205529894,100.0,5000,normal,turbo,0.0
503,Hold'em,219008071,76.78,310,normal,turbo,0.22
504,POPCORN,219007902,1852.2,1552,knockout,normal,1.8
505,Kill The Fish,219007586,1008.0,448,knockout,semiturbo,4.5
506,MiniRoll,219007054,75.9,345,normal,turbo,0.22
507,DESPERADO,236599248,3199.5,1049,knockout,normal,4.5
508,ZONE 30,236599546,219.6,192,normal,normal,1.8
509,Kill The Fish,237391973,645.75,287,knockout,semiturbo,4.5
510,FAST FOOD,237662375,1800.75,446,knockout,turbo,4.5
511,Freeroll,237662161,100.0,4959,normal,turbo,0.0
512,ZONE 30,237662626,185.4,159,normal,normal,1.8
513,FAST FOOD,237758651,1607.25,490,knockout,turbo,4.5
514,FAST FOOD,237863727,1607.25,488,knockout,turbo,4.5
515,ZONE 30,237863976,194.4,144,normal,normal,1.8
516,Kill The Fish,260228524,1516.5,548,knockout,semiturbo,4.5
517,Kill The Fish,260228542,496.8,452,knockout,semiturbo,1.8
518,Freeroll,313826791,50.0,4046,normal,turbo,0.0
519,Last Chance MAD MAX,314052091,126.0,26,qualifier,turbo,4.5
520,RODEO,314051495,1788.75,795,knockout,semiturbo,4.5
521,DESPERADO,314939769,4596.75,1596,knockout,normal,4.5
522,Kill The Fish,314941185,1145.25,410,knockout,semiturbo,4.5
523,Kill The Fish,315163144,965.25,358,knockout,semiturbo,4.5
524,LE SUD VS LE RESTE DU MONDE,403248783,5118.3,4209,knockout,normal,1.8
525,WESTERN,403247154,913.5,1650,knockout,normal,0.9
526,Freeroll,405974258,150.0,4916,normal,turbo,0.0
527,Freeroll,405974261,150.0,10908,normal,turbo,0.0
528,Freeroll,405974264,150.0,13272,normal,turbo,0.0
529,Freeroll,405974268,250.0,15005,normal,turbo,0.0
530,Hit&Run Ticket 10\â‚¬,405975743,54.0,52,wys,turbo,0.9
531,Qualif. Ticket 2\â‚¬,405975422,21.56,87,qualifier,turbo,0.22
532,Freeroll,408037770,100.0,7642,normal,turbo,0.0
533,Freeroll,408037774,100.0,6876,normal,turbo,0.0
534,Freeroll,408037775,150.0,10852,normal,turbo,0.0
535,Freeroll,408037777,150.0,9964,normal,turbo,0.0
536,Freeroll,408037781,150.0,10185,normal,turbo,0.0
537,PISTOLERO,408038006,5751.0,2066,knockout,semiturbo,4.5
538,SAMOURAI,408039336,8372.25,3034,knockout,semiturbo,4.5
539,Freeroll,408037757,50.0,4217,normal,turbo,0.0
540,Freeroll,408387614,150.0,9274,normal,turbo,0.0
541,Freeroll,408387616,150.0,13425,normal,turbo,0.0
542,Freeroll,408387620,250.0,13716,normal,turbo,0.0
543,Freeroll,408387621,150.0,10381,normal,turbo,0.0
544,Freeroll,408387592,50.0,4906,normal,turbo,0.0
545,Freeroll,408739549,100.0,5550,normal,turbo,0.0
546,Freeroll,408739551,150.0,5827,normal,turbo,0.0
547,Freeroll,408739554,150.0,10494,normal,turbo,0.0
548,Freeroll,408739556,150.0,12617,normal,turbo,0.0
549,Freeroll,409060348,100.0,5354,normal,turbo,0.0
550,Freeroll,409060352,100.0,6808,normal,turbo,0.0
